customer_id,customer_name,boiler_history,boiler_company,registration_date,have_insurance
CUST00434,William Parsons,Yes,Viessmann,2017-09-14,No
CUST00435,Mr Ben Humphreys,No,,2023-06-29,Yes
CUST00436,Jason Simpson,No,,2020-09-26,No
CUST00437,Joyce Davies,No,,2020-08-10,Yes
CUST00438,Melissa Noble,No,,2026-01-13,Yes
CUST00439,Mr Gregory Cooke,Yes,Vaillant,2020-04-17,Yes
CUST00440,Nigel Martin,No,,2026-06-04,No
CUST00441,Conor Ahmed,No,,2016-09-23,Yes
CUST00442,Mr Terence Williams,No,,2021-05-23,Yes
CUST00443,Nicholas Jones,Yes,Vaillant,2020-03-08,No
CUST00444,June Moss,Yes,Vaillant,2016-11-09,No
CUST00445,Dr Lorraine Evans,No,,2025-04-04,Yes
CUST00446,Justin Rhodes,No,,2025-11-18,Yes
CUST00447,Dr Donald Lewis,No,,2025-07-18,Yes
CUST00448,Mrs Marie Price,No,,2017-06-27,No
CUST00449,Lawrence Smith-Johnson,Yes,Worcester Bosch,2021-10-06,No
CUST00450,Ian Barton,Yes,Worcester Bosch,2018-10-01,Yes
CUST00451,Keith Slater,No,,2019-07-25,No
CUST00452,Mrs Anne Wright,Yes,Glow-worm,2017-02-25,No
CUST00453,Wayne Mitchell,No,,2017-07-07,No
CUST00454,Janice Richardson,Yes,Vaillant,2025-08-25,Yes
CUST00455,Maurice Andrews,Yes,Baxi,2021-12-17,No
CUST00456,Dr Hazel Morris,No,,2026-07-12,No
CUST00457,Mr Thomas Ali,No,,2016-09-25,No
CUST00458,Jordan George,No,,2016-12-29,Yes
CUST00459,Brandon Sullivan,No,,2022-12-27,No
CUST00460,Brett Moran-Turnbull,No,,2023-11-09,Yes
CUST00461,Beverley Rees,Yes,Ideal,2021-02-03,No
CUST00462,Callum Webb,Yes,Vaillant,2018-05-26,Yes
CUST00463,Charlene Black,No,,2016-08-09,Yes
CUST00464,Mr Mathew Wilson,Yes,Worcester Bosch,2023-06-18,Yes
CUST00465,Miss Hannah Gray,Yes,Worcester Bosch,2018-02-18,Yes
CUST00466,Gordon Wheeler-Yates,Yes,Glow-worm,2021-09-04,No
CUST00467,Gordon Collins,Yes,Baxi,2020-08-24,No
CUST00468,Mrs Bethany Gough,No,,2017-04-27,No
CUST00469,Toby Brown,No,,2018-12-31,No
CUST00470,Stewart Thompson,Yes,Vaillant,2018-03-31,No
CUST00471,Miss Annette Ahmed,No,,2020-01-15,No
CUST00472,Valerie Dale,No,,2017-08-31,Yes
CUST00473,Vanessa Blackburn,No,,2018-11-10,Yes
CUST00474,Dr Rita Clarke,No,,2021-06-02,No
CUST00475,George Edwards,No,,2017-03-25,Yes
CUST00476,Anthony Hurst,Yes,Glow-worm,2018-08-04,No
CUST00477,Frank Stephenson,No,,2019-02-17,Yes
CUST00478,Jane Cox,No,,2024-04-19,No
CUST00479,Ross Wright-Rose,Yes,Worcester Bosch,2020-08-05,No
CUST00480,Deborah Jones,No,,2022-12-24,Yes
CUST00481,Fiona Peters,No,,2022-12-11,No
CUST00482,Victoria Barton,Yes,Baxi,2021-05-13,Yes
CUST00483,Martyn Davis,No,,2019-06-25,Yes
CUST00484,Shirley Newman,No,,2021-05-04,No
CUST00485,Nicola Chambers,Yes,Viessmann,2023-09-12,Yes
CUST00486,Trevor Barlow,No,,2024-04-15,No
CUST00487,Marilyn King,Yes,Vaillant,2018-02-18,No
CUST00488,Dr Terry Hall,No,,2019-09-27,Yes
CUST00489,Stewart Freeman-James,Yes,Viessmann,2021-03-07,No
CUST00490,Dylan Thomas,No,,2022-10-23,No
CUST00491,Kevin Brooks,Yes,Worcester Bosch,2020-08-25,Yes
CUST00492,Margaret Collins-Ward,No,,2023-10-14,Yes
CUST00493,Mr Neil Norman,Yes,Baxi,2022-11-08,Yes
CUST00494,Liam Hughes-Gardiner,No,,2018-07-01,Yes
CUST00495,Barbara Collins-Carr,No,,2016-12-15,No
CUST00496,Dr Bernard Rogers,No,,2025-08-11,No
CUST00497,Miss Carole Andrews,Yes,Vaillant,2019-02-11,Yes
CUST00498,Ms Beverley Smith,No,,2017-04-16,No
CUST00499,Brenda Atkins,Yes,Ideal,2025-10-10,Yes
CUST00500,Roger Miah,Yes,Ideal,2025-11-18,No
